suburb,type,price,Method,Date,Distance,Postcode,bedrooms,bathrooms,car,Landsize
Malvern,h,2355000,S,18/06/2016,7.4,3144,3,2,4,471
Malvern East,h,4802500,S,10/12/2016,11.2,3145,5,2,4,837
Malvern East,h,2412000,S,25/02/2017,11.2,3145,2,1,4,1220
Malvern East,h,1550000,VB,28/08/2016,11.2,3145,4,2,4,848
Maribyrnong,h,1105000,S,7/05/2016,8.7,3032,3,1,4,762
Maribyrnong,h,1215000,S,24/09/2016,8.7,3032,4,3,4,613
Maribyrnong,h,820000,VB,30/07/2016,8.7,3032,3,1,4,539
Maribyrnong,h,820000,VB,30/07/2016,8.7,3032,3,1,4,578
Moorabbin,h,836000,S,3/12/2016,14.6,3189,3,1,4,695
Moorabbin,h,1110000,S,4/03/2017,14.6,3189,3,1,4,690
Moorabbin,h,1000000,S,7/11/2016,14.6,3189,4,3,4,581
Newport,h,1380000,S,7/11/2016,8.4,3015,4,1,4,766
Newport,h,1060000,SP,10/12/2016,8.4,3015,3,1,4,600
Newport,h,2015000,S,25/02/2017,8.4,3015,5,2,4,1017
North Melbourne,h,2920000,S,3/09/2016,2.3,3051,4,3,4,310
Northcote,h,1980000,S,4/03/2017,5.5,3070,3,2,4,613
Oak Park,h,1100000,PI,12/11/2016,11.5,3046,5,2,4,783
Oak Park,h,925000,S,15/10/2016,11.5,3046,3,1,4,815
Oakleigh South,h,1235000,S,15/10/2016,14.7,3167,3,1,4,743
Oakleigh South,h,1310000,S,25/02/2017,14.7,3167,4,2,4,993
Pascoe Vale,h,770000,S,3/09/2016,9.9,3044,3,1,4,560
Pascoe Vale,h,600000,PI,23/04/2016,9.9,3044,3,1,4,557
Preston,h,1226000,S,18/06/2016,8.8,3072,3,1,4,707
Preston,h,1150000,PI,27/11/2016,8.8,3072,3,1,4,728
Reservoir,h,1005000,S,4/03/2017,11.2,3073,3,2,4,466
Reservoir,h,665000,S,7/05/2016,11.2,3073,3,1,4,503
Reservoir,h,750000,PI,12/11/2016,11.2,3073,4,2,4,820
Reservoir,h,895500,S,12/11/2016,11.2,3073,4,2,4,864
Reservoir,h,1700000,S,13/08/2016,11.2,3073,4,2,4,601
Reservoir,h,680000,S,16/04/2016,11.2,3073,3,1,4,527
Reservoir,h,1215000,S,17/09/2016,11.2,3073,4,2,4,748
Reservoir,h,830000,PI,22/08/2016,11.2,3073,4,1,4,791
Reservoir,h,925000,S,24/09/2016,11.2,3073,5,3,4,922
Reservoir,h,1162000,S,27/11/2016,11.2,3073,4,3,4,695
Reservoir,h,1025000,S,27/11/2016,11.2,3073,3,1,4,670
Rosanna,h,1610000,S,18/06/2016,11.4,3084,4,1,4,1613
Rosanna,h,1270000,S,22/05/2016,11.4,3084,4,2,4,604
St Kilda,h,4400000,S,19/11/2016,6.1,3182,5,4,4,657
St Kilda,h,1250000,S,22/08/2016,6.1,3182,2,1,4,147
Strathmore,h,915000,S,16/04/2016,9.7,3041,5,3,4,754
Strathmore,h,1500000,SP,17/09/2016,9.7,3041,3,2,4,722
Strathmore,h,1485000,S,18/06/2016,9.7,3041,5,2,4,502
Sunshine,h,950000,SP,15/10/2016,12.6,3020,3,1,4,704
Sunshine,h,700000,SP,22/05/2016,12.6,3020,3,1,4,505
Sunshine North,h,435000,S,6/08/2016,13.3,3020,2,1,4,343
Sunshine North,h,630000,PI,10/12/2016,13.3,3020,3,1,4,625
Sunshine West,h,581000,SP,7/05/2016,13.5,3020,3,1,4,656
Sunshine West,h,620000,S,8/10/2016,13.5,3020,3,1,4,699
Sunshine West,h,601000,S,11/03/2017,13.5,3020,4,1,4,520
Sunshine West,h,660000,S,18/03/2017,13.5,3020,3,1,4,700
Sunshine West,h,590000,S,18/06/2016,13.5,3020,3,2,4,697
Sunshine West,h,657000,S,25/02/2017,13.5,3020,4,2,4,651
Sunshine West,h,705000,S,27/11/2016,13.5,3020,4,2,4,759
Surrey Hills,h,2200000,VB,10/09/2016,11.2,3127,3,2,4,816
Surrey Hills,h,2160000,PI,25/02/2017,11.2,3127,4,3,4,1064
Surrey Hills,h,2000000,VB,26/07/2016,11.2,3127,6,3,4,650
Surrey Hills,h,2760000,S,27/11/2016,11.2,3127,4,2,4,924
Templestowe Lower,h,1165000,S,3/12/2016,13.8,3107,4,2,4,673
Templestowe Lower,h,750000,PI,12/11/2016,13.8,3107,5,3,4,800
Templestowe Lower,h,1100000,PI,19/11/2016,13.8,3107,4,2,4,654
Templestowe Lower,h,1222000,S,27/11/2016,13.8,3107,4,2,4,732
Toorak,h,2840000,PI,11/03/2017,4.6,3142,3,2,4,1317
Toorak,h,4000000,VB,13/08/2016,4.6,3142,4,4,4,324
Viewbank,h,880000,SP,3/12/2016,13.8,3084,3,2,4,704
Williamstown,h,1400000,PI,4/03/2017,8,3016,4,2,4,457
Williamstown,h,1050000,S,4/03/2017,8,3016,2,1,4,445
Williamstown North,h,1440000,SP,19/11/2016,8.9,3016,4,3,4,672
Windsor,h,2302000,S,4/03/2017,5.1,3181,3,1,4,440
Yarraville,h,1930000,S,10/12/2016,7,3013,3,1,4,902
Aberfeldie,h,3900000,S,10/12/2016,9.1,3040,4,4,4,670
Bellfield,h,770000,S,16/04/2016,9.5,3081,3,1,4,762
Fawkner,h,645000,SP,4/02/2016,12.4,3060,3,1,4,661
Fawkner,h,640000,SP,7/11/2016,12.4,3060,3,1,4,592
Fawkner,h,681000,S,10/12/2016,12.4,3060,3,2,4,587
Fawkner,h,609000,S,17/09/2016,12.4,3060,3,1,4,528
Fawkner,h,538000,S,18/06/2016,12.4,3060,3,1,4,789
Fawkner,h,640000,SP,25/02/2017,12.4,3060,3,1,4,533
Hawthorn East,h,1615000,S,7/05/2016,7.5,3123,3,3,4,459
Hawthorn East,h,3210000,S,18/03/2017,7.5,3123,5,3,4,1011
West Footscray,h,845000,S,14/05/2016,8.2,3012,3,1,4,596
West Footscray,h,1001000,S,15/10/2016,8.2,3012,2,1,4,596
West Footscray,h,991000,SP,19/11/2016,8.2,3012,3,1,4,495
West Footscray,h,1575000,S,25/02/2017,8.2,3012,3,1,4,1000
Bentleigh,h,1402000,S,6/05/2017,13,3204,2,1,4,616
Brighton,h,5800000,PI,8/04/2017,11.2,3186,5,4,4,1276
Brighton,t,2100000,S,8/04/2017,11.2,3186,3,2,4,0
Brighton,h,3025000,PI,22/04/2017,11.2,3186,3,2,4,649
Brunswick,h,1385000,PI,13/05/2017,5.2,3056,4,2,4,650
Brunswick,h,1650000,S,29/04/2017,5.2,3056,4,2,4,670
Bulleen,h,1730000,S,13/05/2017,11.8,3105,5,4,4,564
Burwood,h,1385000,S,13/05/2017,11.7,3125,3,2,4,697
Burwood,h,1590000,SP,20/05/2017,11.7,3125,3,2,4,862
Canterbury,h,8000000,VB,13/05/2017,9,3126,5,5,4,2079
Coburg,h,1455000,S,29/04/2017,7.8,3058,6,3,4,768
Glenroy,h,730000,S,20/05/2017,13,3046,3,2,4,563
Hadfield,h,740000,SP,20/05/2017,12.1,3046,3,1,4,605
Hawthorn,h,1750000,S,20/05/2017,4.6,3122,3,1,4,368
Hawthorn East,h,3750000,VB,6/05/2017,7.5,3123,5,3,4,858
Hughesdale,h,2190000,S,20/05/2017,13,3166,4,3,4,695
Ivanhoe,h,970000,S,8/04/2017,7.9,3079,3,1,4,459
Keilor East,h,843000,S,8/04/2017,12.8,3033,3,2,4,573
Keilor East,h,738000,S,13/05/2017,12.8,3033,3,1,4,546
Newport,h,1400000,SP,8/04/2017,8.4,3015,3,1,4,644
Newport,h,956000,S,22/04/2017,8.4,3015,4,2,4,540
Newport,h,1650000,S,22/04/2017,8.4,3015,4,1,4,837
Oakleigh,h,1600000,PI,29/04/2017,14,3166,4,3,4,691
Pascoe Vale,h,1395000,S,20/05/2017,9.9,3044,4,3,4,590
Pascoe Vale,h,1410000,PI,22/04/2017,9.9,3044,5,3,4,1004
Preston,h,1100000,S,29/04/2017,8.8,3072,3,2,4,637
Reservoir,h,800000,SP,22/04/2017,11.2,3073,4,1,4,605
Sunshine,h,970000,S,22/04/2017,12.6,3020,4,1,4,615
Sunshine West,h,710000,SP,29/04/2017,13.5,3020,3,1,4,990
Surrey Hills,h,1490000,S,20/05/2017,11.2,3127,4,1,4,605
Thornbury,h,1345000,S,8/04/2017,6.5,3071,3,2,4,584
Viewbank,h,1140000,S,8/04/2017,13.8,3084,4,2,4,863
Watsonia,h,880000,S,6/05/2017,14.9,3087,3,1,4,555
West Footscray,h,1325000,S,8/04/2017,8.2,3012,4,2,4,525
Williamstown,h,1412000,SP,13/05/2017,8,3016,4,2,4,551
Altona,h,1480000,SP,13/05/2017,13.8,3018,5,3,4,725
Oakleigh South,h,1410000,S,13/05/2017,14.7,3167,4,2,4,590
Oakleigh South,h,1042500,S,22/04/2017,14.7,3167,3,1,4,658
Oakleigh South,h,799999,S,29/04/2017,14.7,3167,3,2,4,590
Avondale Heights,h,825000,SP,1/07/2017,9.5,3034,3,1,4,603
Beaumaris,h,2000000,S,1/07/2017,17.3,3193,6,3,4,836
Craigieburn,h,515500,S,1/07/2017,20.6,3064,3,1,4,651
Donvale,h,2705000,S,1/07/2017,16.1,3111,7,2,4,5022
Healesville,h,650000,SP,1/07/2017,45.2,3777,3,2,4,724
Lalor,h,750000,S,1/07/2017,16.3,3075,4,2,4,544
Lalor,h,635000,S,1/07/2017,16.3,3075,3,1,4,536
Mont Albert,h,2200000,SP,1/07/2017,10.2,3127,5,2,4,819
Narre Warren,h,650000,SP,1/07/2017,34.1,3805,3,1,4,1042
Reservoir,h,840000,SP,1/07/2017,12,3073,3,1,4,614
Beaumaris,h,1470000,S,3/06/2017,17.3,3193,2,1,4,633
Beaumaris,h,1660000,PI,3/06/2017,17.3,3193,6,3,4,730
Blackburn,h,1695000,S,3/06/2017,13.4,3130,4,3,4,696
Cheltenham,h,1240000,S,3/06/2017,17.9,3192,3,1,4,605
Epping,h,540000,S,3/06/2017,19.6,3076,3,1,4,699
Keilor Downs,h,580000,SP,3/06/2017,15.5,3038,3,1,4,677
Kew East,h,2260000,S,3/06/2017,7.3,3102,3,2,4,753
South Morang,h,644000,S,3/06/2017,20.5,3752,3,2,4,492
Thomastown,h,653000,S,3/06/2017,15.3,3074,4,1,4,632
Werribee,h,490000,SP,3/06/2017,14.7,3030,3,2,4,1022
Alphington,h,2750000,VB,17/06/2017,5.7,3078,4,3,4,597
Altona North,h,870000,S,17/06/2017,9.4,3025,3,1,4,559
Brunswick,h,1925000,SP,17/06/2017,5.2,3056,3,1,4,479
Brunswick West,h,1010000,PI,17/06/2017,5.2,3055,3,2,4,413
Camberwell,u,1900000,VB,17/06/2017,7.7,3124,4,2,4,336
Clayton,h,1361000,S,17/06/2017,16.7,3168,6,3,4,726
Croydon North,h,1350000,PI,17/06/2017,23,3136,6,4,4,4413
Gowanbrae,h,945000,S,17/06/2017,12.9,3043,4,2,4,474
Hallam,h,601000,S,17/06/2017,32.3,3803,3,2,4,604
Hawthorn,h,7650000,S,17/06/2017,5.3,3122,4,2,4,1690
Hoppers Crossing,h,555000,S,17/06/2017,18.4,3029,3,2,4,615
Keilor Downs,h,550000,VB,17/06/2017,15.5,3038,3,1,4,802
Kew East,h,1975000,S,17/06/2017,7.3,3102,3,2,4,677
Lalor,h,716000,S,17/06/2017,16.3,3075,3,1,4,651
Malvern East,h,2520000,PI,17/06/2017,8.4,3145,4,3,4,960
Mernda,h,517000,S,17/06/2017,25.9,3754,3,2,4,400
Mulgrave,h,902000,S,17/06/2017,18.8,3170,4,2,4,726
Niddrie,h,1300000,S,17/06/2017,10.4,3042,3,1,4,646
Noble Park,h,635000,S,17/06/2017,22.7,3174,3,1,4,585
Oak Park,h,1071888,SP,17/06/2017,11.2,3046,4,2,4,553
Pascoe Vale,h,1199000,S,17/06/2017,8.5,3044,3,2,4,689
Altona North,h,875000,S,24/06/2017,9.4,3025,3,1,4,563
Caroline Springs,h,1150000,SP,24/06/2017,14.8,3023,5,5,4,688
Cheltenham,h,1255000,S,24/06/2017,17.9,3192,4,2,4,712
Dandenong,h,620000,PI,24/06/2017,24.7,3175,3,1,4,597
Fawkner,h,650000,VB,24/06/2017,13.1,3060,3,1,4,616
Kew,h,1995000,S,24/06/2017,5.4,3101,3,1,4,482
Lalor,h,705500,S,24/06/2017,16.3,3075,3,1,4,670
Moorabbin,h,1401500,S,24/06/2017,14.3,3189,3,2,4,867
Mount Evelyn,h,620000,VB,24/06/2017,31.6,3796,3,1,4,2385
Mount Waverley,h,1200000,VB,24/06/2017,14.2,3149,3,1,4,807
Mount Waverley,h,1387000,S,24/06/2017,14.2,3149,4,2,4,691
North Warrandyte,h,1550000,VB,24/06/2017,21.1,3113,5,3,4,4221
Oak Park,h,1071888,SP,24/06/2017,11.2,3046,4,2,4,553
Oakleigh South,h,1215000,S,24/06/2017,15.5,3167,4,2,4,619
Pascoe Vale,h,955000,S,24/06/2017,8.5,3044,3,1,4,645
Pascoe Vale,h,860000,SP,24/06/2017,8.5,3044,2,1,4,609
Preston,h,1350000,S,24/06/2017,8.4,3072,5,3,4,525
Reservoir,h,912000,S,24/06/2017,12,3073,5,3,4,890
Reservoir,h,911000,S,24/06/2017,12,3073,3,1,4,601
Riddells Creek,h,817000,S,24/06/2017,47.4,3431,4,2,4,1459
Vermont,h,1235000,SP,24/06/2017,17.2,3133,4,2,4,624
Wantirna South,h,1160000,S,24/06/2017,14.7,3152,3,1,4,733
Altona,h,1005000,S,27/05/2017,11,3018,3,1,4,575
Bayswater,h,705000,PI,27/05/2017,23.2,3153,4,2,4,765
Brighton,t,1600000,VB,27/05/2017,10.5,3186,3,2,4,0
Brunswick,h,2545000,S,27/05/2017,5.2,3056,5,3,4,957
Edithvale,h,1850000,S,27/05/2017,27,3196,6,4,4,840
Fawkner,h,710000,S,27/05/2017,13.1,3060,3,2,4,491
Fawkner,h,800000,S,27/05/2017,13.1,3060,4,2,4,625
Fawkner,h,786000,S,27/05/2017,13.1,3060,2,1,4,687
Hawthorn East,h,2680000,S,27/05/2017,6.2,3123,3,2,4,522
Keilor East,h,806000,S,27/05/2017,11.7,3033,3,2,4,546
Maribyrnong,h,1510500,SP,27/05/2017,4.3,3032,4,2,4,251
Melton,h,295000,SP,27/05/2017,31.7,3337,3,1,4,600
Mitcham,h,655000,S,27/05/2017,17.2,3132,2,1,4,446
Noble Park,h,730000,S,27/05/2017,22.7,3174,3,1,4,695
Noble Park,h,805000,S,27/05/2017,22.7,3174,4,2,4,702
Northcote,h,1650000,PI,27/05/2017,5.3,3070,4,3,4,423
Parkdale,h,1270000,S,27/05/2017,21.5,3195,2,1,4,772
Parkdale,h,1137500,SP,27/05/2017,21.5,3195,4,2,4,641
Sunshine North,h,750000,SP,27/05/2017,10.5,3020,6,2,4,588
Sunshine North,h,905000,SP,27/05/2017,10.5,3020,3,1,4,697
Boronia,h,820000,S,8/07/2017,25,3155,4,2,4,719
Camberwell,h,2200000,PI,8/07/2017,7.7,3124,8,8,4,650
Carrum Downs,h,647000,S,8/07/2017,34.9,3201,4,2,4,688
Coburg North,h,867000,S,8/07/2017,6.7,3058,1,1,4,741
Greensborough,h,1028000,S,8/07/2017,16.1,3088,4,3,4,925
Keilor Downs,h,675000,S,8/07/2017,15.5,3038,3,2,4,708
Keilor Downs,h,620000,S,8/07/2017,15.5,3038,3,1,4,650
Westmeadows,h,675000,S,8/07/2017,16.5,3049,4,2,4,744
Yallambie,h,743500,S,8/07/2017,12.7,3085,4,2,4,600
Brighton,h,4050000,PI,12/08/2017,10.5,3186,4,4,4,508
Brighton East,h,1655000,PI,12/08/2017,10.3,3187,4,2,4,651
Broadmeadows,h,632000,S,12/08/2017,14,3047,3,1,4,697
Bulleen,h,1751000,S,12/08/2017,10.8,3105,4,3,4,646
Canterbury,h,2100000,S,12/08/2017,8.4,3126,4,2,4,544
Cheltenham,h,1200000,PI,12/08/2017,17.9,3192,4,2,4,679
Fawkner,h,900000,VB,12/08/2017,13.1,3060,5,3,4,663
Fawkner,h,700000,VB,12/08/2017,13.1,3060,3,1,4,658
Gisborne,h,775000,S,12/08/2017,45.9,3437,3,2,4,1290
Heidelberg Heights,h,1645000,PI,12/08/2017,8.8,3081,4,2,4,596
Montmorency,h,881100,SP,12/08/2017,16.2,3094,3,2,4,786
Mooroolbark,h,930000,S,12/08/2017,26.5,3138,3,1,4,905
Reservoir,h,1210000,S,12/08/2017,12,3073,4,3,4,725
Sandringham,h,3350000,VB,12/08/2017,15.2,3191,5,4,4,700
Strathmore,h,2000000,SP,12/08/2017,8.2,3041,7,3,4,608
Sydenham,h,659500,S,12/08/2017,18,3037,3,2,4,665
Watsonia,h,788800,S,12/08/2017,14.5,3087,4,2,4,631
Werribee,h,455000,S,12/08/2017,14.7,3030,4,1,4,534
Westmeadows,h,700000,S,12/08/2017,16.5,3049,3,2,4,673
Balwyn,h,2330000,S,15/07/2017,7.9,3103,3,2,4,656
Boronia,h,950000,S,15/07/2017,25,3155,4,2,4,2033
Clayton South,h,962000,S,15/07/2017,17.5,3169,4,2,4,724
Dingley Village,h,800000,S,15/07/2017,22.2,3172,3,2,4,801
Ferntree Gully,h,748888,S,15/07/2017,24.8,3156,4,2,4,1014
Frankston,h,506000,S,15/07/2017,38,3199,3,1,4,578
Hoppers Crossing,h,536500,S,15/07/2017,18.4,3029,3,2,4,578
Maidstone,h,930000,S,15/07/2017,6.4,3012,3,1,4,545
Melton South,h,341000,S,15/07/2017,29.8,3338,3,2,4,578
Mill Park,h,775500,S,15/07/2017,17.9,3082,3,1,4,840
Preston,h,1060500,S,15/07/2017,8.4,3072,4,2,4,490
Reservoir,h,1175000,S,15/07/2017,12,3073,3,1,4,545
Seaford,h,763000,S,15/07/2017,35.4,3198,4,2,4,611
Sunshine West,h,580000,PI,15/07/2017,10.5,3020,4,2,4,270
Werribee,h,505000,SP,15/07/2017,14.7,3030,3,2,4,557
Altona,h,1360000,S,22/07/2017,11,3018,4,2,4,615
Blackburn,h,1020000,PI,22/07/2017,13.4,3130,3,1,4,624
Camberwell,h,1830000,S,22/07/2017,7.7,3124,3,2,4,605
Dandenong North,h,895000,S,22/07/2017,24.7,3175,5,2,4,779
Heidelberg West,h,735000,S,22/07/2017,8.8,3081,2,1,4,600
Hillside,h,700000,PI,22/07/2017,18,3037,4,2,4,788
Mount Waverley,h,1267000,S,22/07/2017,14.2,3149,3,2,4,714
South Morang,h,945000,SA,22/07/2017,20.5,3752,5,3,4,700
Sunbury,h,438000,S,22/07/2017,31.7,3429,3,1,4,606
Templestowe Lower,h,1215000,S,22/07/2017,12.4,3107,4,2,4,729
Wheelers Hill,h,1490000,S,22/07/2017,16.7,3150,5,3,4,677
Aspendale,h,1510000,S,29/07/2017,21.5,3195,4,2,4,387
Broadmeadows,h,706000,S,29/07/2017,14,3047,4,1,4,752
Chelsea Heights,h,835500,S,29/07/2017,27,3196,5,5,4,570
Frankston North,h,570000,SP,29/07/2017,36.9,3200,3,1,4,632
Glenroy,h,820000,S,29/07/2017,11.2,3046,3,1,4,650
Glenroy,h,760000,S,29/07/2017,11.2,3046,3,1,4,625
Jacana,h,620500,S,29/07/2017,14,3047,3,1,4,764
Keilor Park,h,765000,SP,29/07/2017,10.4,3042,5,3,4,650
Keysborough,h,745000,SP,29/07/2017,25.2,3173,3,1,4,540
Keysborough,h,725000,S,29/07/2017,25.2,3173,3,2,4,553
Northcote,h,1610000,S,29/07/2017,5.3,3070,3,1,4,693
Oak Park,h,921000,S,29/07/2017,11.2,3046,4,1,4,550
Oakleigh South,h,840000,PI,29/07/2017,15.5,3167,3,1,4,601
Preston,h,1350000,SP,29/07/2017,8.4,3072,7,3,4,530
Ringwood East,h,1400000,S,29/07/2017,21.3,3135,3,2,4,941
South Morang,h,690000,S,29/07/2017,20.5,3752,3,2,4,806
Sunbury,h,597000,S,29/07/2017,31.7,3429,4,2,4,939
Sunbury,h,475000,S,29/07/2017,31.7,3429,3,1,4,754
Werribee,u,394000,PI,29/07/2017,14.7,3030,3,2,4,287
Beaumaris,h,1630000,S,3/09/2017,17.3,3193,4,2,4,
Berwick,h,975000,SP,3/09/2017,35.2,3806,4,3,4,675
Blackburn North,h,1160000,S,3/09/2017,13.4,3130,3,2,4,583
Burnside Heights,h,580000,SP,3/09/2017,14.8,3023,4,2,4,
Coburg,h,1055000,S,3/09/2017,6.7,3058,4,1,4,560
Croydon,h,730000,VB,3/09/2017,23,3136,4,2,4,655
Dandenong,h,510000,S,3/09/2017,24.7,3175,3,2,4,673
Glenroy,h,780000,SP,3/09/2017,11.2,3046,3,1,4,618
Hoppers Crossing,h,610000,SA,3/09/2017,18.4,3029,5,2,4,650
Kealba,h,750000,SP,3/09/2017,14,3021,5,2,4,647
Kew,h,3060000,S,3/09/2017,5.4,3101,4,2,4,838
Mount Waverley,h,1825000,SP,3/09/2017,14.2,3149,3,2,4,
Niddrie,h,1370000,S,3/09/2017,10.4,3042,2,1,4,650
North Melbourne,u,390000,VB,3/09/2017,1.8,3051,2,1,4,
North Melbourne,h,1425000,S,3/09/2017,1.8,3051,3,1,4,163
Reservoir,h,750000,VB,3/09/2017,12,3073,4,1,4,953
Roxburgh Park,h,570000,S,3/09/2017,20.6,3064,4,2,4,504
Balwyn North,h,1790000,S,9/09/2017,9.7,3104,4,1,4,
Beaumaris,h,1750000,SP,9/09/2017,17.3,3193,3,2,4,782
Bentleigh,h,1532000,S,9/09/2017,11.4,3204,3,1,4,628
Broadmeadows,h,649000,S,9/09/2017,14,3047,3,1,4,656
Brunswick West,u,315500,S,9/09/2017,5.2,3055,1,1,4,
Doncaster,h,1540500,S,9/09/2017,12.4,3108,5,2,4,726
Epping,h,640500,S,9/09/2017,19.6,3076,4,2,4,
Epping,h,555000,SA,9/09/2017,19.6,3076,3,2,4,
Hoppers Crossing,h,510000,S,9/09/2017,18.4,3029,3,1,4,600
McKinnon,h,2280000,S,9/09/2017,11.4,3204,4,2,4,
Mooroolbark,h,720000,S,9/09/2017,26.5,3138,3,1,4,862
Newport,t,865000,S,9/09/2017,6.2,3015,4,2,4,
Reservoir,u,583500,S,9/09/2017,12,3073,2,1,4,
Richmond,u,592000,SA,9/09/2017,2.4,3121,2,2,4,14294
Seaford,h,770000,S,9/09/2017,35.4,3198,3,1,4,591
South Yarra,h,1460000,S,9/09/2017,2.7,3141,2,1,4,175
Southbank,u,420000,S,9/09/2017,0.7,3006,1,1,4,
Sunbury,h,493000,S,9/09/2017,31.7,3429,3,1,4,650
Werribee,h,471000,S,9/09/2017,14.7,3030,3,2,4,
Wollert,h,730000,PI,9/09/2017,25.5,3750,4,2,4,400
Aberfeldie,h,1510000,PI,16/09/2017,7.5,3040,4,3,4,
Balaclava,u,572500,S,16/09/2017,6.4,3183,2,1,4,
Bundoora,h,1505000,S,16/09/2017,12.1,3083,5,3,4,659
Canterbury,h,2750000,S,16/09/2017,8.4,3126,4,3,4,
Carrum Downs,h,578000,S,16/09/2017,34.9,3201,3,2,4,673
Coburg,t,638000,S,16/09/2017,6.7,3058,2,1,4,
Collingwood,h,1075000,S,16/09/2017,2,3066,3,1,4,
Glen Iris,t,965000,S,16/09/2017,7.3,3146,2,2,4,704
Glenroy,t,680000,S,16/09/2017,11.2,3046,3,1,4,
Ivanhoe,t,720000,S,16/09/2017,7.8,3079,3,1,4,
Kew,h,2375000,S,16/09/2017,5.4,3101,4,3,4,481
Malvern,u,550000,VB,16/09/2017,5.9,3144,2,1,4,
Mentone,t,525000,SP,16/09/2017,20,3194,2,1,4,
Mill Park,h,721000,S,16/09/2017,17.9,3082,4,2,4,603
Prahran,h,1771000,S,16/09/2017,4.6,3181,3,2,4,240
Rosanna,h,1250000,VB,16/09/2017,8.9,3084,3,2,4,
South Yarra,h,1305000,SP,16/09/2017,2.7,3141,3,1,4,174
Strathmore,h,1720000,S,16/09/2017,8.2,3041,3,1,4,631
Surrey Hills,h,2230000,SA,16/09/2017,10.2,3127,5,2,4,754
Wantirna South,h,1440000,S,16/09/2017,14.7,3152,4,3,4,717
Airport West,t,730000,S,19/08/2017,10.4,3042,3,2,4,
Bayswater,h,425000,VB,19/08/2017,23.2,3153,2,1,4,
Beaumaris,h,1740000,S,19/08/2017,17.3,3193,4,2,4,
Briar Hill,t,625000,S,19/08/2017,16.1,3088,2,2,4,189
Caulfield North,h,1160000,S,19/08/2017,7.8,3161,2,1,4,
Coburg,h,880000,S,19/08/2017,6.7,3058,3,1,4,379
Doncaster,h,1410000,S,19/08/2017,12.4,3108,3,1,4,723
Epping,h,600000,S,19/08/2017,19.6,3076,3,2,4,
Ferntree Gully,h,770000,S,19/08/2017,24.8,3156,3,1,4,720
Frankston,h,690000,S,19/08/2017,38,3199,3,2,4,595
Glen Iris,u,583000,S,19/08/2017,7.3,3146,2,1,4,
Maidstone,u,420000,SP,19/08/2017,6.4,3012,2,2,4,
Malvern East,h,2990000,S,19/08/2017,8.4,3145,4,3,4,
Moorabbin,h,901000,S,19/08/2017,14.3,3189,3,2,4,
South Morang,h,597000,S,19/08/2017,20.5,3752,5,3,4,582
Surrey Hills,h,1366000,S,19/08/2017,10.2,3127,3,1,4,
Tullamarine,h,660000,SP,19/08/2017,12.9,3043,4,2,4,
Wantirna,h,1150000,S,19/08/2017,14.7,3152,4,2,4,842
Werribee,h,490000,S,19/08/2017,14.7,3030,3,2,4,536
Brookfield,h,445000,SP,23/09/2017,29.8,3338,3,2,4,
Deer Park,h,632000,S,23/09/2017,14.8,3023,3,1,4,562
Epping,h,601000,S,23/09/2017,19.6,3076,3,2,4,
Forest Hill,h,950000,VB,23/09/2017,15.4,3131,4,1,4,607
Glen Waverley,h,2450000,S,23/09/2017,16.7,3150,3,1,4,984
Heathmont,h,952000,S,23/09/2017,21.3,3135,4,1,4,
Kensington,h,1010000,S,23/09/2017,3.4,3031,2,1,4,
Northcote,h,1350000,S,23/09/2017,5.3,3070,4,2,4,264
Richmond,h,1720000,S,23/09/2017,2.4,3121,3,2,4,
Springvale,h,881000,S,23/09/2017,20.8,3171,3,1,4,720
Sunbury,h,605000,S,23/09/2017,31.7,3429,4,2,4,738
Vermont South,h,1202000,SP,23/09/2017,17.2,3133,4,2,4,650
Bentleigh East,h,1150000,VB,26/08/2017,13.8,3165,4,1,4,
Boronia,h,728000,S,26/08/2017,25,3155,4,1,4,744
Brunswick East,t,935000,S,26/08/2017,4,3057,3,2,4,
Craigieburn,h,465000,S,26/08/2017,20.6,3064,3,1,4,338
East Melbourne,u,303500,S,26/08/2017,1.3,3002,1,1,4,
Epping,h,620000,S,26/08/2017,19.6,3076,3,2,4,
Epping,h,595000,S,26/08/2017,19.6,3076,3,1,4,536
Ferntree Gully,h,594000,S,26/08/2017,24.8,3156,2,1,4,550
Flemington,h,1110000,SP,26/08/2017,3.4,3031,4,3,4,
Glen Iris,h,2850000,VB,26/08/2017,7.3,3146,4,2,4,
Glen Iris,h,2690000,PI,26/08/2017,7.3,3146,4,2,4,647
Keilor East,h,960000,PI,26/08/2017,11.7,3033,3,2,4,404
Langwarrin,h,965000,PI,26/08/2017,41,3910,4,2,4,869
Malvern East,h,1365000,S,26/08/2017,8.4,3145,2,1,4,
Mitcham,u,907800,S,26/08/2017,17.2,3132,3,2,4,309
Moonee Ponds,h,1115000,SP,26/08/2017,6.2,3039,2,1,4,
Preston,u,810000,S,26/08/2017,8.4,3072,3,1,4,
Rosanna,h,1426000,S,26/08/2017,8.9,3084,4,2,4,621
Thornbury,u,428000,PI,26/08/2017,7,3071,1,1,4,
Vermont South,t,931000,S,26/08/2017,17.2,3133,3,2,4,
Westmeadows,h,720000,VB,26/08/2017,16.5,3049,4,2,4,
Ardeer,h,940000,PI,7/10/2017,12.8,3022,5,2,4,
Balwyn North,h,3870000,PI,7/10/2017,9.7,3104,5,4,4,660
